Date Received,Your Title,Title-Level,Gender,Location,City,Global Region,Current Tenure,Was your previous role a CISO / Head of Security position?,Current Company Size,Industry,Company Structure,Title of person you report to?,Compensation Currency,Annual Base Salary $,Estimated Annual Bonus $,Estimated Annual Equity / RSU Value,Base-Converted,Bonus-Converted,Equity-Converted,Total Comp-Converted,Which of the following functions fall under your direct responsibility and decision-making authority?,Team Size,How often do you present to the Board of Directors?,Did your most recent employment offer include a hiring bonus?,Amount of employment offer bonus?,Employment Bonus - Converted,Have you pre-negotiated a severance agreement as part of your employment?,Are you currently included in the following?,Do you have a negotiated accelerated vesting clause / early termination agreement?,Are you currently on a Board of Directors?,Are you currently on a Board of Advisors?,Are you compensated for your Advisor role?,What is the primary measure you use to justify your security budget requirements?,Do you have a personal liability insurance policy in place?,"When it comes to AI security, which area do you believe should receive the highest spending priority within the CISO’s security program?",How would you rate your organization’s current maturity in the area of AI governance and risk management?,What percentage of your organization’s overall annual information security budget do you plan to allocate to AI security?,Which aspect of AI governance and risk management poses the greatest challenge for your organization today?,What are your greatest concerns regarding AI tools in your organization?,Which AI risk management or governance frameworks is your organization currently using or planning to adopt?,Which attack vectors are your organization's highest security priorities for 2026?,"How confident are you in your internal team’s capability to evaluate and verify technical depth, leadership, and domain fit when sourcing security candidates?",Which trade-offs make hiring a security leader most difficult or costly for your organization?,Is your organization planning / considering on hiring a dedicated AI Security Leader,Record_Type,Role_Bucket,Company
Synthetic-2026,CISO,CISO / Head Security Level,Male,"Los Angeles, CA, USA",Los Angeles,North America,24,Yes,250 - 499 employees,Retail,Government / Municipality,CEO,USD (U.S. Dollar),320000,"$120,000",,320000,"$120,000",,765000,"AI Data Protection / Privacy and Security,AI Governance / Risk Management and Policy,AI Safety & Reliability,AI/ML Security Engineering,Corp IT Security / Enterprise Security,GRC,Incident Response,Privacy,Third Party Risk Management (TPRM),Trust & Safety",18,At least semi-annually,Yes,"$50,000","$50,000",No,Neither,Yes,No,Yes,No,"Business Impact,Financial and/or Risk-Based Metrics",No,"AI model and data protection (e.g., model inversion, prompt injection, inference attacks, etc)",Developing but inconsistent,0,Shadow AI,"AI decision-making in security tools creating blind spots,Data exposure/privacy breaches,Other",Other,"Identity/credential theft,Insider threats",Somewhat confident,"Risk of hiring someone who looks good on paper but lacks depth,Time spent screening unqualified candidates",No,Synthetic,CISO,Federal Bureau of Investigation
Synthetic-2026,"SVP, CISO",CISO / Head Security Level,Male,"Philadelphia, PA, USA",Philadelphia,North America,31,No,"10,000 - 25,000 employees",Government,Publicly Traded Company,Chief Technology Officer,USD (U.S. Dollar),310000,"$333,000",$0,310000,"$333,000",$0,360000,"AI Data Protection / Privacy and Security,AI Threat Intelligence and Incident Response,AI/ML Security Engineering,Cloud Security,Corp IT Security / Enterprise Security,Enterprise Risk,GRC,Identity & Access Management / IAM,Incident Response,Information Technology (IT) / Business Technology (BizApps),Physical Security / Executive Protection,Product Security / AppSec,Security Operations,Third Party Risk Management (TPRM)",3,Per request,Yes,"$100,000","$100,000",No,Corporate Directors & Officers (D&O) Policy,Yes,No,Yes,Yes (Cash and / or Equity),"Attack Surface / Risk Assessment,Business Impact,Compliance and Regulatory Fine(s) Avoidance",No,Third-party/vendor AI risk management,No capability in place,10,Shadow AI,Shadow AI usage bypassing security controls,NIST AI Risk Management Framework (AI RMF),"API security,Ransomware,Third party risk attacks",Not confident,Risk of hiring someone who looks good on paper but lacks depth,No,Synthetic,CISO,Varonis
Synthetic-2026,VP & CISO,CISO / Head Security Level,Female,"Melbourne Beach, USA",Melbourne Beach,North America,74,Yes,1000 - 4999 employees,HealthTech,Privately Held Company,Chief Financial Officer,USD (U.S. Dollar),285000,,"$245,000",285000,,"$245,000",530000,"AI Data Protection / Privacy and Security,AI Governance / Risk Management and Policy,AI Threat Intelligence and Incident Response,AI/ML Security Engineering,Cloud Security,Corp IT Security / Enterprise Security,Fraud,GRC,Identity & Access Management / IAM,Incident Response,Information Technology (IT) / Business Technology (BizApps),Product Security / AppSec,Security Operations",32,At least semi-annually,Yes,"$500,000","$500,000",No,Corporate Directors & Officers (D&O) Policy,No,No,No,Yes (Cash and / or Equity),"Attack Surface / Risk Assessment,Business Impact,Financial and/or Risk-Based Metrics",No,"AI model and data protection (e.g., model inversion, prompt injection, inference attacks, etc)",Initial / ad hoc efforts,8,Defining clear accountability/ownership for AI risk across the business,Regulatory compliance violations,ISO/IEC 23894 (AI Risk Management),"Cloud misconfigurations,Phishing/social engineering,Third party risk attacks",Not confident,"Lack of alignment on the role requirements,Time spent screening unqualified candidates",No,Synthetic,CISO,Checkmarx
Synthetic-2026,Chief Information Security Officer,CISO / Head Security Level,Male,"San Francisco, CA, USA",Bay Area,North America,6,No,< 250 employees,BioTech,Privately Held Company,CEO,USD (U.S. Dollar),265000,"$126,000",,265000,"$126,000",,265000,"AI Governance / Risk Management and Policy,AI Safety & Reliability,Cloud Security,Corp IT Security / Enterprise Security,Identity & Access Management / IAM,Incident Response,Post-Quantum Cryptography (PQC),Privacy,Product Security / AppSec,Third Party Risk Management (TPRM)",1,At least quarterly,Yes,"$100,000","$100,000",Yes,Neither,No,No,No,No,"Business Impact,Financial and/or Risk-Based Metrics",Yes,Monitoring and detection for AI-driven threats,Developing but inconsistent,1,Aligning AI security with enterprise risk management frameworks,"AI decision-making in security tools creating blind spots,Data exposure/privacy breaches,Integration with critical systems creating attack vectors,Shadow AI usage bypassing security controls",NIST AI Risk Management Framework (AI RMF),"AI-enhanced attacks,Zero-day exploits",Very confident,"Competing with salary expectations in the market,Location (RTO) constraints limiting hiring",No,Synthetic,CISO,Wiz
Synthetic-2026,"SVP, CISO",CISO / Head Security Level,Male,"Dallas, TX, USA",Dallas,North America,7,Yes,500 - 999 employees,Enterprise Software,Privately Held Company,CEO,USD (U.S. Dollar),295000,,,295000,,,615000,"AI Data Protection / Privacy and Security,AI Ethics & Responsible Use,AI Governance / Risk Management and Policy,AI Threat Intelligence and Incident Response,Cloud Security,Enterprise Risk,GRC,Identity & Access Management / IAM,Incident Response,Post-Quantum Cryptography (PQC),Product Security / AppSec,Security Operations,Third Party Risk Management (TPRM)",14,Per request,Yes,"$50,000","$50,000",No,"Corporate Directors & Officers (D&O) Policy,Corporate Indemnification Policy",No,No,No,Yes (Cash and / or Equity),"Business Impact,Compliance and Regulatory Fine(s) Avoidance,Percentage of company revenue",No,"AI model and data protection (e.g., model inversion, prompt injection, inference attacks, etc)",Established and repeatable,5,Defining clear accountability/ownership for AI risk across the business,"Data exposure/privacy breaches,Dependency on AI vendors with unclear security practices","ISO/IEC 23894 (AI Risk Management),NIST AI Risk Management Framework (AI RMF),None at this time","AI-enhanced attacks,Phishing/social engineering",Not confident,Time spent screening unqualified candidates,I am the AI Security leader,Synthetic,CISO,SHI International
Synthetic-2026,CISO,CISO / Head Security Level,Male,"Columbus, OH, USA",Columbus,North America,10,Yes,1000 - 4999 employees,Banking / Financial Services,Privately Held Company,Chief Information Officer,USD (U.S. Dollar),525000,"$120,000",,525000,"$120,000",,2035000,"AI Data Protection / Privacy and Security,AI Ethics & Responsible Use,AI Threat Intelligence and Incident Response,Cloud Security,Corp IT Security / Enterprise Security,GRC,Identity & Access Management / IAM,Incident Response,Privacy,Security Operations,Third Party Risk Management (TPRM)",10,At least annually,Yes,"$30,000","$30,000",Yes,Neither,No,No,No,No,"Business Impact,Compliance and Regulatory Fine(s) Avoidance",No,Third-party/vendor AI risk management,Developing but inconsistent,20,Other,"Data exposure/privacy breaches,Integration with critical systems creating attack vectors,Shadow AI usage bypassing security controls",NIST AI Risk Management Framework (AI RMF),"AI-enhanced attacks,Cloud misconfigurations,Phishing/social engineering",Not confident,"Lack of alignment on the role requirements,Location (RTO) constraints limiting hiring",No,Synthetic,CISO,Wiz
Synthetic-2026,"SVP, CISO",CISO / Head Security Level,Male,"Atlanta, GA, USA",Atlanta,North America,25,Yes,500 - 999 employees,Manufacturing,Privately Held Company,CEO,USD (U.S. Dollar),225000,,"$25,000",225000,,"$25,000",250000,"AI Data Protection / Privacy and Security,AI Safety & Reliability,AI Threat Intelligence and Incident Response,AI/ML Security Engineering,Cloud Security,Corp IT Security / Enterprise Security,Enterprise Risk,Identity & Access Management / IAM,Incident Response,Product Security / AppSec,Security Operations,Third Party Risk Management (TPRM)",13,At least annually,No,,,Yes,Neither,No,No,No,No,"Business Impact,Financial and/or Risk-Based Metrics",No,Monitoring and detection for AI-driven threats,Established and repeatable,10,Managing third-party/vendor AI risk,"AI-generated content being used in social engineering attacks,Data exposure/privacy breaches,Dependency on AI vendors with unclear security practices,Shadow AI usage bypassing security controls",NIST AI Risk Management Framework (AI RMF),"API security,Cloud misconfigurations,Phishing/social engineering",Somewhat confident,Time spent screening unqualified candidates,No,Synthetic,CISO,World Wide Technology
Synthetic-2026,Chief Information Security Officer,CISO / Head Security Level,Male,"Los Angeles, CA, USA",Los Angeles,North America,75,No,"10,000 - 25,000 employees",Healthcare,Publicly Traded Company,Chief Information Officer,USD (U.S. Dollar),200000,"$30,000",$0,200000,"$30,000",$0,220000,"AI Data Protection / Privacy and Security,AI Ethics & Responsible Use,AI Governance / Risk Management and Policy,AI Threat Intelligence and Incident Response,Cloud Security,Corp IT Security / Enterprise Security,Identity & Access Management / IAM,Incident Response,Infrastructure Engineering / Operations,Other,Privacy,Product Security / AppSec,Third Party Risk Management (TPRM),Trust & Safety",80,At least quarterly,Yes,"$50,000","$50,000",No,Not Sure,No,Yes,Yes,Yes (Cash and / or Equity),"Attack Surface / Risk Assessment,Business Impact",No,"AI model and data protection (e.g., model inversion, prompt injection, inference attacks, etc)",Established and repeatable,5,Shadow AI,"Data exposure/privacy breaches,Shadow AI usage bypassing security controls",NIST AI Risk Management Framework (AI RMF),"Identity/credential theft,Ransomware",Somewhat confident,"Location (RTO) constraints limiting hiring,Risk of hiring someone who looks good on paper but lacks depth",No,Synthetic,CISO,Wells Fargo
Synthetic-2026,"EVP, CISO",CISO / Head Security Level,Male,"Los Angeles, CA, USA",Los Angeles,North America,56,Yes,"10,000 - 25,000 employees",Government,Publicly Traded Company,Chief Information Officer,USD (U.S. Dollar),365000,"$85,000","$600,000",365000,"$85,000","$600,000",1050000,"AI Data Protection / Privacy and Security,AI Governance / Risk Management and Policy,AI Safety & Reliability,AI Threat Intelligence and Incident Response,AI/ML Security Engineering,Cloud Security,Corp IT Security / Enterprise Security,Identity & Access Management / IAM,Incident Response,Information Technology (IT) / Business Technology (BizApps),Product Security / AppSec,Security Operations,Third Party Risk Management (TPRM),Trust & Safety",25,At least quarterly,No,,,Yes,Neither,Yes,No,No,No,"Compliance and Regulatory Fine(s) Avoidance,Financial and/or Risk-Based Metrics,Percentage of company revenue",No,Workforce training and upskilling on AI risks,Developing but inconsistent,10,Shadow AI,"Data exposure/privacy breaches,Intellectual property theft through AI platforms,Shadow AI usage bypassing security controls",ISO/IEC 23894 (AI Risk Management),"Cloud misconfigurations,Identity/credential theft,Phishing/social engineering",Somewhat confident,"Risk of hiring someone who looks good on paper but lacks depth,Time spent screening unqualified candidates",Already have a dedicated AI Security leader in place,Synthetic,CISO,Raytheon
Synthetic-2026,Head of Security,CISO / Head Security Level,Male,"San Francisco, CA, USA",Bay Area,North America,27,Yes,"5000 - 9,999 employees",Artificial Intelligence (AI),Privately Held Company,Chief Information Officer,USD (U.S. Dollar),255000,"$960,000",$0,255000,"$960,000",$0,270000,"AI Data Protection / Privacy and Security,AI Governance / Risk Management and Policy,AI Safety & Reliability,AI Threat Intelligence and Incident Response,AI/ML Security Engineering,Cloud Security,Corp IT Security / Enterprise Security,Fraud,GRC,Incident Response,Privacy,Security Operations,Third Party Risk Management (TPRM)",19,At least annually,Yes,"$25,000","$25,000",No,Corporate Directors & Officers (D&O) Policy,No,No,No,Yes (Cash and / or Equity),"Compliance and Regulatory Fine(s) Avoidance,Percentage of company revenue",Yes,Workforce training and upskilling on AI risks,Established and repeatable,0,Managing third-party/vendor AI risk,"AI decision-making in security tools creating blind spots,Integration with critical systems creating attack vectors",NIST AI Risk Management Framework (AI RMF),"API security,Phishing/social engineering",Somewhat confident,"Competing with salary expectations in the market,Time spent screening unqualified candidates",I am the AI Security leader,Synthetic,CISO,dbt Labs
Synthetic-2026,VP & CISO,CISO / Head Security Level,Male,"Austin, TX, USA",Austin,North America,19,Yes,250 - 499 employees,EdTech,Publicly Traded Company,CEO,USD (U.S. Dollar),170000,"$712,000",$0,170000,"$712,000",$0,225000,"AI Data Protection / Privacy and Security,AI Threat Intelligence and Incident Response,AI/ML Security Engineering,Cloud Security,Corp IT Security / Enterprise Security,Enterprise Risk,GRC,Identity & Access Management / IAM,Information Technology (IT) / Business Technology (BizApps),Infrastructure Engineering / Operations,Post-Quantum Cryptography (PQC),Privacy,Product Security / AppSec,Security Operations,Third Party Risk Management (TPRM)",14,At least quarterly,No,,,No,Corporate Directors & Officers (D&O) Policy,No,No,No,No,"Attack Surface / Risk Assessment,Business Impact",Yes,Monitoring and detection for AI-driven threats,Developing but inconsistent,5,Defining clear accountability/ownership for AI risk across the business,"Data exposure/privacy breaches,Shadow AI usage bypassing security controls",NIST AI Risk Management Framework (AI RMF),"Phishing/social engineering,Ransomware",Don't Know / Not applicable,"Competing with salary expectations in the market,Risk of hiring someone who looks good on paper but lacks depth",I am the AI Security leader,Synthetic,CISO,Datadog
